5e3 9   2
6e3 11  3
7e3 12  3
8e3 14  3
9e3 14  3
1e4 16  3
2e4 25  5
3e4 34  6
4e4 38  7
5e4 42  7
6e4 40  9
7e4 45  9
8e4 45  9
9e4 50  10
1e5 50  10
