-3.5    970 80
-3  970 80
-2.5    970 80
-2  960 80
-1.5    960 80
-1  950 80
-0.5    950 80 
0   950 80
0.5 950 80
1   950 80
1.5 950 80
2   950 80
2.5 950 80
3   960 80
