-3.5    380 30
-3  330 30
-2.5    290 20
-2  230 20
-1.5    180 10
-1  130 10
-0.5    75  6 
0   31  2
0.5 48  4
1   106 8
1.5 160 10
2   200 20
2.5 250 20
3   300 20
