-23  -1.5   0.1 
-22.8   -2   0.1 
-22.5   -3   0.1 
-22.3   -4   0.1 
-22.1  -5   0.1 
-22.0   -6   0.1 
-21.9   -7   0.2 
-21.8   -8   0.2 
-21.7   -9   0.2 
-21.7   -9   0.2 
-21.6   -10  0.2 
