40.2    0.2 343 3
50.3    0.2 622 6
60.0    0.2 888 9
70.1    0.2 1180    10
80.2    0.2 1470    10
90.1    0.2 1760    20
100.4   0.2 2060    20
110.5   0.2 2350    20 
