40.2    0.2 10.0    0.2 30  0.5
50.3    0.2 10.5    0.2 29  0.4
60.0    0.2 11.0    0.2 28  0.4
70.1    0.2 11.0    0.2 28  0.4
80.2    0.2 11.5    0.2 28  0.4
90.1    0.2 11.5    0.2 27  0.4
100.4   0.2 12.0    0.2 27  0.4
110.5   0.2 12.0    0.2 26  0.4
