     183,266 -3,71300E-004
     183,704 -3,22200E-004
     184,141 -3,38400E-004
     184,563 -3,28600E-004
     185,000 -3,05100E-004
     185,438 -3,30200E-004
     185,875 -3,35500E-004
     186,297 -3,02700E-004
     186,735 -3,09300E-004
     187,172 -3,16900E-004
     187,610 -2,82500E-004
     188,032 -2,83600E-004
     188,469 -2,96100E-004
     188,907 -2,75500E-004
     189,344 -2,60300E-004
     189,782 -2,84100E-004
     190,204 -2,74100E-004
     190,641 -2,47500E-004
     191,079 -2,49400E-004
     191,516 -2,58300E-004
     191,954 -2,42100E-004
     192,391 -2,22300E-004
     192,829 -2,11400E-004
     193,266 -2,17000E-004
     193,704 -2,30300E-004
     194,141 -2,40100E-004
     194,563 -2,17300E-004
     195,000 -1,99400E-004
     195,438 -1,91200E-004
     195,875 -1,97500E-004
     196,313 -1,76200E-004
     196,735 -1,73200E-004
     197,172 -1,94900E-004
     197,610 -1,63200E-004
     198,047 -1,74500E-004
     198,469 -1,82700E-004
     198,907 -1,49100E-004
     199,344 -1,52000E-004
     199,766 -1,41500E-004
     200,204 -1,21200E-004
     200,641 -1,35200E-004
     201,079 -1,41900E-004
     201,500 -1,13100E-004
     201,938 -1,28600E-004
     202,375 -1,36500E-004
     202,813 -1,16800E-004
     203,250 -9,18000E-005
     203,672 -9,92000E-005
     204,110 -9,02000E-005
     204,547 -6,83000E-005
     204,985 -7,34000E-005
     205,422 -8,72000E-005
     205,844 -6,81000E-005
     206,282 -4,66000E-005
     206,719 -6,98000E-005
     207,157 -5,61000E-005
     207,594 -2,10000E-005
     208,016 -3,08000E-005
     208,454 -3,10000E-005
     208,891 -3,70000E-006
     209,329 -1,72000E-005
     209,750 -3,30000E-005
     210,188  2,60000E-006
     210,625  4,30000E-006
     211,063  9,00000E-007
     211,500 -8,50000E-006
     211,938  2,83000E-005
     212,360  4,05000E-005
     212,797  2,63000E-005
     213,235  1,63000E-005
     213,672  3,08000E-005
     214,110  4,15000E-005
     214,547  5,60000E-005
     214,985  6,15000E-005
     215,422  5,62000E-005
     215,860  5,21000E-005
     216,297  6,75000E-005
     216,735  8,82000E-005
     217,172  1,00100E-004
     217,610  9,21000E-005
     218,032  7,24000E-005
     218,469  9,29000E-005
     218,907  1,03000E-004
     219,344  1,28700E-004
     219,782  9,65000E-005
     220,204  1,29400E-004
     220,641  1,46100E-004
     221,079  1,17700E-004
     221,500  1,57900E-004
     221,938  1,36400E-004
     222,375  1,49100E-004
     222,797  1,51500E-004
     223,235  1,41100E-004
     223,672  1,84300E-004
     224,094  1,78600E-004
     224,532  1,81600E-004
     224,969  2,11900E-004
     225,391  1,88800E-004
     225,829  1,97600E-004
     226,266  2,19400E-004
     226,704  1,87400E-004
     227,125  2,26600E-004
     227,563  2,13400E-004
     228,000  2,15600E-004
     228,422  2,53300E-004
     228,860  2,27200E-004
     229,282  2,48600E-004
     229,719  2,62100E-004
     230,157  2,54000E-004
     230,594  2,44900E-004
     231,032  2,57800E-004
     231,469  2,92800E-004
     231,891  2,70200E-004
     232,329  2,72000E-004
     232,766  3,03600E-004
     233,204  3,12100E-004
     233,641  2,96100E-004
     234,063  3,09700E-004
     234,500  3,26600E-004
     234,938  3,08100E-004
     235,375  3,09500E-004
     235,813  3,32700E-004
     236,235  3,39500E-004
     236,672  3,28200E-004
     237,110  3,58300E-004
     237,547  3,74800E-004
     237,985  3,59900E-004
     238,407  3,52500E-004
     238,844  3,68900E-004
     239,282  3,72500E-004
     239,719  3,55600E-004
     240,141  3,89900E-004
     240,579  4,13200E-004
     241,016  4,12500E-004
     241,454  3,98400E-004
     241,891  3,99400E-004
     242,329  4,12900E-004
     242,766  4,20700E-004
     243,204  4,31900E-004
     243,641  4,27500E-004
     244,079  4,22200E-004
     244,516  4,30100E-004
     244,954  4,47900E-004
     245,375  4,69400E-004
     245,813  4,41400E-004
     246,250  4,79900E-004
     246,672  4,54400E-004
     247,110  4,70800E-004
     247,547  4,89100E-004
     247,969  4,72400E-004
     248,407  5,01200E-004
     248,844  5,03600E-004
     249,266  5,10800E-004
     249,704  5,28000E-004
     250,141  4,97600E-004
     250,563  5,28200E-004
     251,000  5,19700E-004
     251,422  5,22800E-004
     251,860  5,57400E-004
     252,297  5,42500E-004
     252,719  5,61100E-004
     253,157  5,65700E-004
     253,594  5,51000E-004
     254,032  5,79300E-004
     254,454  5,63700E-004
     254,891  5,82000E-004
     255,329  5,94400E-004
     255,750  5,68100E-004
     256,188  6,03300E-004
     256,625  6,17700E-004
     257,047  5,98300E-004
     257,485  6,41800E-004
     257,922  6,25900E-004
     258,344  6,38400E-004
     258,782  6,48400E-004
     259,219  6,20600E-004
     259,641  6,65600E-004
     260,079  6,65500E-004
     261,016  6,94100E-004
     261,454  6,62200E-004
     261,891  6,86100E-004
     262,313  6,99100E-004
     263,141  6,92100E-004
     263,579  6,74500E-004
     264,000  7,21100E-004
     264,438  7,10100E-004
     264,875  7,18700E-004
     265,297  7,42300E-004
     265,735  7,22700E-004
     266,172  7,34100E-004
     266,610  7,64100E-004
     267,032  7,27000E-004
     267,469  7,52200E-004
     267,907  7,56200E-004
     268,329  7,45700E-004
     268,766  7,77400E-004
     269,204  7,81500E-004
     269,625  7,71400E-004
     270,063  8,12400E-004
     270,500  7,93000E-004
     270,922  8,02200E-004
     271,360  7,98300E-004
     271,797  7,91700E-004
     272,219  8,28700E-004
     272,657  8,27500E-004
     273,094  8,14200E-004
     273,516  8,61400E-004
     273,954  8,43400E-004
     274,391  8,39300E-004
     274,829  8,70200E-004
     275,250  8,52500E-004
     275,688  8,45200E-004
     276,125  8,79500E-004
     276,563  8,77000E-004
     276,985  8,93500E-004
     277,422  8,83700E-004
     277,844  9,07700E-004
     278,282  9,09000E-004
     278,704  8,98800E-004
     279,141  9,21700E-004
     279,579  9,14000E-004
     280,000  9,22300E-004
     280,438  9,33900E-004
     280,875  9,27400E-004
     281,532  9,47900E-004
     281,954  9,64300E-004
     282,391  9,33100E-004
     282,829  9,64200E-004
     283,250  9,63300E-004
     283,688  9,56800E-004
     284,125  9,72800E-004
     284,563  9,91200E-004
     285,000  9,93500E-004
     285,438  9,81000E-004
     285,860  1,00650E-003
     286,297  1,03390E-003
     286,735  1,01160E-003
     287,172  1,00070E-003
     287,610  1,02410E-003
     288,032  1,03770E-003
     288,469  1,03040E-003
     288,907  1,02110E-003
     289,344  1,06330E-003
     289,782  1,05710E-003
     290,204  1,04430E-003
     290,641  1,07020E-003
     291,079  1,08650E-003
     291,516  1,07160E-003
     291,954  1,06130E-003
     292,375  1,09750E-003
     292,813  1,10270E-003
     293,250  1,08530E-003
     293,688  1,11940E-003
     294,125  1,12790E-003
     295,016  1,14170E-003
     295,454  1,11760E-003
     295,891  1,13170E-003
     296,313  1,15740E-003
     296,750  1,14070E-003
     297,188  1,15880E-003
     297,625  1,18670E-003
     298,063  1,17100E-003
     298,485  1,17380E-003
     298,922  1,19460E-003
     299,360  1,18270E-003
     299,797  1,16250E-003
     300,235  1,18300E-003
     300,657  1,21220E-003
     301,094  1,18910E-003
     301,516  1,23100E-003
     301,954  1,22490E-003
     302,391  1,21990E-003
     302,813  1,23900E-003
     303,250  1,22810E-003
     303,688  1,25820E-003
     304,110  1,23930E-003
     304,547  1,25130E-003
     304,985  1,27820E-003
     305,407  1,25020E-003
     305,844  1,28250E-003
     306,282  1,28570E-003
     306,704  1,27220E-003
     307,141  1,30790E-003
     307,579  1,28530E-003
     308,000  1,29290E-003
     308,438  1,29800E-003
     308,875  1,30720E-003
     309,297  1,31430E-003
     309,735  1,31310E-003
     310,157  1,33830E-003
     310,594  1,33770E-003
     311,032  1,32640E-003
     311,469  1,35450E-003
     311,891  1,34180E-003
     312,329  1,35260E-003
     312,766  1,37820E-003
     313,188  1,36260E-003
     313,625  1,38240E-003
     314,063  1,39150E-003
     314,500  1,36950E-003
     314,922  1,40400E-003
     315,360  1,39470E-003
     315,782  1,38570E-003
     316,219  1,41280E-003
     316,657  1,40930E-003
     317,094  1,39940E-003
     317,516  1,43490E-003
     317,954  1,43700E-003
     318,391  1,41770E-003
     318,829  1,45840E-003
     319,250  1,44640E-003
     319,688  1,44430E-003
     320,125  1,45590E-003
     320,547  1,43910E-003
     320,985  1,46740E-003
     321,422  1,46600E-003
     321,844  1,46830E-003
     322,282  1,50910E-003
     322,719  1,47850E-003
     323,141  1,50100E-003
     323,579  1,50930E-003
     324,016  1,48400E-003
     324,454  1,50410E-003
     324,875  1,51430E-003
     325,313  1,50950E-003
     325,735  1,54780E-003
     326,172  1,52290E-003
     326,610  1,55070E-003
     327,032  1,55360E-003
     327,469  1,53950E-003
     327,907  1,56720E-003
     328,344  1,55740E-003
     328,766  1,54360E-003
     329,204  1,58100E-003
     329,641  1,59020E-003
     330,063  1,57750E-003
     330,500  1,62220E-003
     330,938  1,59850E-003
     331,360  1,61510E-003
     331,797  1,61110E-003
     332,235  1,60080E-003
     332,657  1,63850E-003
     333,094  1,62590E-003
     333,532  1,63370E-003
     333,954  1,64150E-003
     334,735  1,67410E-003
     335,172  1,66050E-003
     335,610  1,64700E-003
     336,047  1,67800E-003
     336,469  1,66770E-003
     337,000  1,67540E-003
     337,438  1,69970E-003
     337,875  1,67780E-003
     338,297  1,69290E-003
     338,735  1,72350E-003
     339,172  1,69280E-003
     339,610  1,71720E-003
     340,032  1,73000E-003
     340,469  1,70820E-003
     340,907  1,72720E-003
     341,329  1,72830E-003
     341,766  1,72210E-003
     342,204  1,76760E-003
     342,625  1,73710E-003
     343,063  1,76070E-003
     343,500  1,76300E-003
     343,922  1,76210E-003
     344,360  1,78130E-003
     344,797  1,76390E-003
     345,219  1,77640E-003
     345,657  1,78910E-003
     346,094  1,79230E-003
     346,532  1,78460E-003
     346,954  1,80800E-003
     347,391  1,81020E-003
     347,829  1,80250E-003
     348,266  1,82200E-003
     348,688  1,81510E-003
     349,125  1,81710E-003
     349,563  1,82780E-003
     350,000  1,85990E-003
     350,422  1,84000E-003
     350,860  1,83460E-003
     351,297  1,86330E-003
     351,735  1,85470E-003
     352,172  1,84820E-003
     352,594  1,85700E-003
     353,032  1,87450E-003
     353,469  1,86340E-003
     353,907  1,85530E-003
     354,329  1,89520E-003
     354,766  1,88650E-003
     355,204  1,87100E-003
     355,641  1,89660E-003
     356,079  1,91170E-003
     356,500  1,88290E-003
     356,938  1,90650E-003
     357,375  1,92700E-003
     357,813  1,90370E-003
     358,235  1,92760E-003
     358,672  1,95500E-003
     359,110  1,93780E-003
     359,547  1,94630E-003
     359,985  1,95520E-003
     360,407  1,96380E-003
     360,844  1,95330E-003
     361,282  1,97450E-003
     362,110  1,95770E-003
     362,532  1,99430E-003
     363,016  1,98800E-003
     363,438  2,00540E-003
     363,875  2,02010E-003
     364,313  2,01980E-003
     364,750  1,99790E-003
     365,172  2,02360E-003
     365,610  2,04310E-003
     366,047  2,02490E-003
     366,485  2,05200E-003
     366,907  2,07960E-003
     367,344  2,05220E-003
     367,782  2,06600E-003
     368,219  2,09280E-003
     368,641  2,06230E-003
     369,079  2,05830E-003
     369,516  2,10360E-003
     369,954  2,08220E-003
     370,375  2,08690E-003
     370,813  2,10630E-003
     371,250  2,11830E-003
     371,688  2,11100E-003
     372,125  2,11320E-003
     372,563  2,12980E-003
     372,985  2,12590E-003
     373,422  2,12580E-003
     373,969  2,12060E-003
     374,391  2,14790E-003
     374,829  2,18010E-003
     375,266  2,16490E-003
     375,704  2,15040E-003
     376,141  2,16920E-003
     376,579  2,19180E-003
     377,016  2,18210E-003
     377,438  2,16080E-003
     377,875  2,18880E-003
     378,313  2,20440E-003
     378,750  2,20330E-003
     379,188  2,19420E-003
     379,610  2,21990E-003
     380,047  2,22790E-003
     380,485  2,24060E-003
     380,922  2,21800E-003
     381,360  2,20650E-003
     381,797  2,24560E-003
     382,610  2,26300E-003
     383,047  2,25960E-003
     383,485  2,25350E-003
     383,922  2,27410E-003
     384,344  2,29480E-003
     384,782  2,28530E-003
     385,219  2,27910E-003
     385,657  2,27750E-003
     386,094  2,27470E-003
     386,532  2,28060E-003
     386,969  2,30410E-003
     387,407  2,32410E-003
     387,844  2,32510E-003
     388,282  2,31440E-003
     388,719  2,31310E-003
     389,157  2,31230E-003
     389,594  2,30820E-003
     390,032  2,33330E-003
     390,469  2,34760E-003
     390,922  2,37270E-003
     391,360  2,36270E-003
     391,797  2,35000E-003
     392,235  2,35350E-003
     392,672  2,37270E-003
     393,110  2,38380E-003
     393,547  2,36450E-003
     393,969  2,36010E-003
     394,422  2,37200E-003
     394,844  2,39590E-003
     395,282  2,41470E-003
     395,719  2,40690E-003
     396,157  2,40100E-003
     396,594  2,39810E-003
     397,032  2,40350E-003
     397,469  2,41620E-003
     397,907  2,43470E-003
     398,344  2,43300E-003
     398,782  2,43330E-003
     399,219  2,43630E-003
     399,657  2,43870E-003
     400,094  2,45750E-003
     400,532  2,46570E-003
     400,969  2,47160E-003
     401,407  2,47840E-003
     401,844  2,47780E-003
     402,282  2,47690E-003
     402,719  2,48970E-003
     403,141  2,51340E-003
     403,579  2,50840E-003
     404,016  2,49750E-003
     404,454  2,50140E-003
     405,454  2,49800E-003
     405,938  2,52120E-003
     406,407  2,53540E-003
     406,844  2,53980E-003
     407,282  2,55020E-003
     407,750  2,54730E-003
     408,204  2,54400E-003
     408,641  2,53990E-003
     409,079  2,54050E-003
     409,500  2,56090E-003
     409,954  2,56890E-003
     410,391  2,58700E-003
     410,813  2,58190E-003
     411,250  2,58220E-003
     411,688  2,57950E-003
     412,125  2,60250E-003
     412,563  2,60730E-003
     413,000  2,62410E-003
     413,438  2,61060E-003
     413,875  2,60450E-003
     414,313  2,60820E-003
     414,750  2,61290E-003
     415,188  2,63800E-003
     415,625  2,64830E-003
     416,063  2,65470E-003
     416,500  2,65670E-003
     416,938  2,67110E-003
     417,375  2,67080E-003
     417,813  2,65360E-003
     418,250  2,64850E-003
     418,688  2,65020E-003
     419,125  2,67770E-003
     419,563  2,69550E-003
     420,000  2,71140E-003
     420,438  2,69460E-003
     420,875  2,68760E-003
     421,313  2,68610E-003
     421,750  2,68970E-003
     422,188  2,68640E-003
     422,625  2,69640E-003
     423,063  2,72430E-003
     423,500  2,73020E-003
     423,938  2,74420E-003
     424,375  2,75440E-003
     424,813  2,76270E-003
     425,250  2,75050E-003
     425,688  2,74920E-003
     426,125  2,75400E-003
     426,563  2,75720E-003
     427,000  2,76240E-003
     427,438  2,76000E-003
     427,875  2,76370E-003
     428,329  2,77550E-003
     428,766  2,78840E-003
     429,204  2,79440E-003
     429,641  2,79250E-003
     430,079  2,79720E-003
     430,516  2,80950E-003
     430,954  2,81730E-003
     431,391  2,83320E-003
     431,829  2,84220E-003
     432,266  2,83760E-003
     432,704  2,83540E-003
     433,141  2,83170E-003
     433,579  2,82880E-003
     434,016  2,82610E-003
     434,454  2,83870E-003
     434,891  2,84870E-003
     435,329  2,86530E-003
     435,782  2,87750E-003
     436,219  2,88600E-003
     436,657  2,89310E-003
     437,094  2,89420E-003
     437,532  2,89020E-003
     437,969  2,89720E-003
     438,407  2,90890E-003
     438,860  2,91500E-003
     439,297  2,93220E-003
     439,735  2,93740E-003
     440,172  2,93230E-003
     440,610  2,93780E-003
     441,047  2,92980E-003
     441,485  2,93340E-003
     441,922  2,91880E-003
     442,360  2,93550E-003
     442,797  2,94620E-003
     443,235  2,95110E-003
     443,672  2,96880E-003
     444,110  2,97480E-003
     444,547  2,98580E-003
     444,985  3,00400E-003
     445,422  3,00460E-003
     445,875  2,99860E-003
     446,313  3,01040E-003
     446,750  2,99690E-003
     447,188  3,00530E-003
     447,625  3,00950E-003
     448,063  3,01880E-003
     448,500  3,02510E-003
     448,938  3,02030E-003
     449,375  3,01570E-003
     449,813  3,01320E-003
     450,250  3,02310E-003
     450,704  3,03330E-003
     451,141  3,02560E-003
     451,579  3,03820E-003
     452,016  3,04520E-003
     452,454  3,06220E-003
     452,891  3,06820E-003
     453,329  3,07570E-003
     453,766  3,08920E-003
     454,204  3,08970E-003
     454,641  3,09860E-003
     455,079  3,11380E-003
     455,532  3,12040E-003
     455,969  3,13020E-003
     456,407  3,11990E-003
     456,844  3,11380E-003
     457,282  3,11290E-003
     457,719  3,11510E-003
     458,157  3,11350E-003
