0.1 0.01    60.2    0.6
0.2 0.01    65.5    0.7
0.3 0.01    63.6    0.6
0.4 0.01    63.4    0.6
0.5 0.01    63.2    0.6
0.62    0.01    61.1    0.6
0.68    0.02    61.2    0.6
0.72    0.02    61.6    0.6
0.8 0.02    61.1    0.6
0.86    0.02    62.0    0.6
0.9 0.02    61.2    0.6
0.96    0.02    62.2    0.6
1   0.02    61.6    0.6

